PLAYER,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF,SALARY,Player_Comp_Share,Season
crystal dangerfield,33,21.5,5.5,2,5,39.8,0.7,2.2,32.4,0.8,1,73.5,0.4,1.6,2,2.6,0.5,0.1,0.9,6.5,25745,0.001243119266,2022
elizabeth williams,30,14.9,5.4,2.3,4.7,48.2,0,0,0,0.8,1.4,58.1,1.5,2.3,3.8,0.5,0.6,0.6,0.6,7.2,90000,0.004345726702,2022
destanni henderson,36,16.4,5.3,2,4.9,40.1,0.7,2,36.6,0.6,0.9,71.9,0.8,0.8,1.6,2.5,0.8,0.1,1.7,5.3,63389,0.003060791888,2022
emily engstler,35,18.2,5.2,2.1,5.2,39.6,0.5,1.3,35.6,0.6,1.1,55.3,2.1,3.1,5.2,1.5,0.8,1.1,1.4,8.7,72141,0.003483389667,2022
stephanie talbot,34,16.1,5,1.9,4.1,46.4,0.9,2.1,39.7,0.4,0.7,58.3,0.7,2.5,3.1,1.3,0.7,0.3,1.1,7,72141,0.003483389667,2022
tyasha harris,35,15.8,5,2,4.7,41.8,0.5,1.5,31.5,0.5,0.7,79.2,0.2,0.7,0.9,2.8,0.4,0.1,1.1,5.2,73211,0.003535055529,2022
michaela onyenwere,34,13.7,4.7,1.4,3.8,37.7,0.4,1.5,30,1.4,1.6,83.6,0.4,1.7,2.1,0.4,0.4,0.2,0.7,4.4,68552,0.003310091743,2022
naz hillmon,34,19.8,4.4,1.7,3.6,48,0,0.1,0,0.9,1.1,82.1,1.5,3.5,5.1,1.2,0.6,0.3,1.2,8.4,63389,0.003060791888,2022
bridget carleton,36,16.8,4.3,1.5,3.8,40,0.8,2.3,34.9,0.5,0.7,73.1,0.3,1.8,2.1,1.1,0.4,0.1,0.6,5.1,72141,0.003483389667,2022
brianna turner,35,33.4,4.3,1.9,3.2,60.7,0,0,0,0.4,0.9,50,2,4.8,6.8,2.3,1.3,1.6,1.4,13.1,72141,0.003483389667,2022
dana evans,33,11.5,4.3,1.5,3.9,37.7,0.7,2,32.8,0.7,0.8,88,0.2,0.7,0.8,1.2,0.3,0.1,0.8,3.4,62774,0.003031096089,2022
olivia nelson-ododa,30,14.5,4,1.6,2.8,56,0,0,0,0.9,1.2,70.3,1.1,1.8,3,0.4,0.3,0.8,1,5.8,63389,0.003060791888,2022
theresa plaisance,31,12.9,4,1.4,3.7,37.1,1,2.9,34.8,0.2,0.3,70,0.5,2.1,2.6,0.5,0.3,0.4,0.6,4.6,72141,0.003483389667,2022
epiphanny prince,33,12.3,3.9,1.3,3.8,35.5,0.6,1.8,35.6,0.6,0.8,84,0.2,0.8,1,1.8,0.6,0.1,0.5,4.4,72141,0.003483389667,2022
lexie hull,26,12.8,3.8,1.1,4,26.7,0.3,1.7,18.6,1.4,1.5,90,0.4,1.1,1.5,0.7,0.6,0.1,0.7,2.9,69224,0.003342539836,2022
jantel lavender,27,12.2,3.8,1.7,4.1,40.9,0.2,0.9,20.8,0.3,0.4,66.7,1,2.3,3.3,0.9,0.1,0.1,0.9,4.8,114000,0..005504587156,2022
megan gustafson,33,9.6,3.8,1.5,2.8,54.9,0.4,0.8,46.2,0.4,0.5,76.5,0.5,1.4,1.9,0.5,0.2,0.2,0.7,4.5,72141,0.003483389667,2022
briann january,36,16.9,3.7,1.3,3.4,37.7,0.6,2.1,31.1,0.5,0.6,82.6,0.2,0.8,1,2.4,0.6,0.2,1.5,4.3,140000,0.006760019314,2022
awak kuier,33,12.6,2.8,1,2.6,39.5,0.1,0.6,19,0.6,0.9,61.3,0.7,1.8,2.5,0.9,0.4,0.9,0.6,4.9,71441,0.00344958957,2022
veronica burton,36,15.3,2.6,0.7,2.1,32.9,0.3,1.2,27.9,0.9,0.9,100,0.5,1,1.5,1.9,0.9,0.3,1,4.8,69224,0.003342539836,2022
kia vaughn,29,13.8,2.5,1.1,2.8,40,0,0,0,0.3,0.4,69.2,1,2.2,3.2,0.9,0.3,0.3,1.2,4.2,110000,0.005311443747,2022
kiah stokes,31,15.4,2.3,0.8,2,42.6,0.2,0.8,20.8,0.4,0.5,81.3,0.9,3.5,4.4,0.6,0.5,0.8,0.6,6.7,115000,0.005552873008,2022
reshanda gray,27,8.8,2.2,0.9,2.1,43.9,0.1,0.5,21.4,0.2,0.3,66.7,0.6,1.4,2,0.4,0.3,0.2,1,2.7,56427,0.002724625785,2022
nia clouden,28,8.9,2.1,0.6,1.9,34,0.4,1,41.4,0.4,0.6,58.8,0.1,0.8,0.8,0.8,0.2,0,0.4,2,69446,0.003353259295,2022
joyner holmes,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.3,0.1,0.7,1.8,30535,0.001474408498,2022
joyner holmes,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.3,0.1,0.7,1.8,14968,0.0007227426364,2022
joyner holmes,26,7.9,2,0.7,2.3,31.1,0.2,0.8,22.7,0.4,0.5,76.9,0.2,1.1,1.3,0.5,0.3,0.1,0.7,1.8,12573,0.0006070980203,2022
rui machida,36,12.9,1.8,0.7,2.3,31,0.2,0.9,20.6,0.2,0.3,66.7,0.2,0.9,1.1,2.6,0.4,0.1,1.1,3.3,60471,0.002919893771,2022
jasmine walker,32,8.8,1.6,0.6,2.4,25,0.3,1.6,20,0.1,0.1,100,0.4,1.1,1.5,0.2,0.2,0.1,0.5,1.3,70000,0.003380009657,2022
tina charles,27,33.3,23.4,8.8,19.6,44.9,1.9,5.1,36.5,3.9,4.7,82,2.7,6.9,9.6,2.1,0.9,0.9,2.2,23,175000,0.01051051051,2021
brittney griner,30,32.8,20.5,8.3,14.4,57.5,0.1,0.3,44.4,3.8,4.5,84.6,2.4,7.1,9.5,2.7,0.4,1.9,2.2,26,221450,0.0133003003,2021
breanna stewart,28,33.4,20.3,6.9,15.8,43.9,1.7,5.1,33.3,4.8,5.6,84.7,1.2,8.3,9.5,2.7,1.2,1.8,1.7,24.1,190550,0.01144444444,2021
jonquel jones,27,31.7,19.4,7.1,13.8,51.5,1.6,4.3,36.2,3.6,4.5,80.2,2.5,8.7,11.2,2.8,1.3,1.3,2.9,25.4,190550,0.01144444444,2021
arike ogunbowale,32,31.3,18.7,6.2,16.3,38.3,2.5,6.7,37.6,3.8,4.4,86.4,0.7,2.5,3.2,3.3,1.2,0,2.1,13.6,58710,0.003526126126,2021
a'ja wilson,32,31.9,18.3,6.5,14.6,44.4,0,0,100,5.3,6,87.6,2,7.3,9.3,3.1,0.9,1.3,1.4,22.5,70040,0.004206606607,2021
jewell loyd,31,31,17.9,6.2,14.8,42,2.1,5.6,37.6,3.4,3.8,88.9,0.8,3.3,4,3.8,1.5,0.2,2.3,16.1,121500,0.007297297297,2021
kelsey mitchell,32,33.1,17.8,6.6,15.4,43.1,2.2,6.5,33.5,2.3,2.7,88.2,0.7,2,2.6,2.5,1.1,0.2,2,13.1,70040,0.004206606607,2021
skylar diggins,32,32.5,17.7,5.5,12.3,45.2,1.6,4.2,37,5.1,6.2,81.8,0.5,2.6,3.2,5.3,1.1,0.8,2.6,17.5,221450,0.0133003003,2021
betnijah laney-hamilton,32,33.7,16.8,6.3,14.1,45.1,1.1,3.4,31.2,3,3.8,78.7,0.8,3.3,4.1,5.2,0.7,0.1,3.7,14.6,209550,0.01258558559,2021
courtney williams,32,34.4,16.5,7.1,17.1,41.8,1.2,3.2,38.2,1.1,1.7,64.2,1.4,5.4,6.8,4,1.1,0.5,1.8,16.6,190550,0.01144444444,2021
ariel atkins,30,30.6,16.2,5.4,13.2,40.7,2.2,6.1,35.9,3.3,3.9,83.1,1.1,1.6,2.8,2.6,1.6,0.5,2,13.2,70040,0.004206606607,2021
napheesa collier,29,34.6,16.2,6,13.7,44.1,0.7,2.9,25.3,3.4,3.9,86,1.7,4.9,6.6,3.2,1.3,1.3,2.3,18,58710,0.003526126126,2021
sylvia fowles,31,30.1,16,6.7,10.5,64,0,0,0,2.6,3.4,75.5,2.1,8,10.1,1.4,1.8,1.8,2.3,24.2,117894,0.007080720721,2021
dewanna bonner,32,31.9,15.2,5,12.6,39.5,1.4,4.3,31.7,3.9,4.3,89.2,0.7,5.8,6.4,3.4,1.3,0.7,2.2,16.8,221450,0.0133003003,2021
kelsey plum,26,25.5,14.8,4.9,11.3,43.7,1.7,4.4,38.6,3.3,3.5,94.4,0.4,2.1,2.5,3.6,1,0,1.7,13.8,175000,0.01051051051,2021
brionna jones,32,30.6,14.7,6.1,10.6,57.1,0,0.1,0,2.6,3.2,79.6,3.2,4.2,7.3,1.8,1.4,0.5,2.2,18.3,120000,0.007207207207,2021
kahleah copper,32,30.8,14.4,5.4,11.8,45.9,0.8,2.7,30.6,2.8,3.4,81.8,1.2,3,4.2,1.8,0.9,0.3,1.9,12.6,165000,0.00990990991,2021
liz cambage,25,23.8,14.2,5.6,10.3,54.3,0.2,0.6,35.7,2.8,4,71,1.6,6.7,8.2,1.3,0.9,1.6,1.8,18.7,221450,0.133003003,2021
kayla mcbride,32,31.6,13.7,4.5,10.3,43.3,1.9,5,37.9,2.8,3.1,91,0.3,3.3,3.6,2.3,0.8,0.2,1.1,13.3,190550,0.01144444444,2021
erica wheeler,32,30.2,13.6,5,12,41.7,1,2.9,35.5,2.5,3.1,82.7,0.5,2.6,3.1,4.8,1.3,0.3,2.7,12.7,180000,0.01081081081,2021
candace parker,23,26.7,13.3,5,11,45.8,1,3.2,32.9,2.2,2.7,79.4,1.4,7,8.4,4,0.7,1.2,2.4,18.6,190000,0.01141141141,2021
marina mabrey,32,24.2,13.3,4.9,12.2,40.5,2,5.8,34.2,1.4,1.6,88.2,0.7,3.2,3.9,2.9,1,0.3,2.1,11.8,58710,0.003526126126,2021
allie quigley,26,24.4,13.2,4.7,10.4,44.8,2.1,4.6,45.4,1.8,1.9,95.9,0.7,2,2.7,2.3,0.5,0.3,1.2,12,194000,0.01165165165,2021
jackie young,32,31.8,12.2,4.8,9.6,50.5,0.2,0.6,25,2.3,2.8,83.3,0.7,3.4,4.1,3.2,1.1,0.3,1.5,14.3,60069,0.003607747748,2021
tiffany mitchell,28,27.3,12,3.8,9.1,42.1,0.4,1.7,25.5,3.9,4.5,88,0.9,2,2.9,2,0.6,0,1.9,9.8,144200,0.008660660661,2021
allisha gray,25,27.8,11.9,4.2,9.7,43.8,1.2,3.3,36.6,2.2,2.6,86.2,1.3,3.9,5.2,1.7,1,0.8,1.4,13.5,160000,0.00960960961,2021
sabrina ionescu,30,30,11.7,3.8,9.9,37.9,1.8,5.5,32.5,2.4,2.6,91.1,0.7,5,5.7,6.1,0.6,0.5,3.2,15,69360,0.004165765766,2021
sami whitcomb,30,28.1,11.7,4.1,8.7,47.3,2.5,6,42.5,0.9,1.1,81.8,0.3,4.7,5,2.7,1,0.3,2.1,13.9,150350,0.00903003003,2021
dearica hamby,29,24.5,11.6,4.4,8,54.5,0.3,1.2,25,2.6,3.9,65.5,1.1,5.5,6.7,1.7,1.1,0.1,1.5,14.7,152300,0.009147147147,2021
diamond deshields,32,26.9,11.3,3.8,9.8,39.3,0.8,2.5,30,2.8,3.5,82,0.4,3.1,3.5,2.3,1.2,0.4,1.9,10.3,70040,0.004206606607,2021
teaira mccowan,32,26.5,11.3,4.3,8,53.7,0,0,0,2.7,4.1,64.4,3.4,6.2,9.6,1.1,0.6,1.6,1.7,17.3,60069,0.003607747748,2021
chelsea gray,32,28.9,11.1,4.6,10.2,45.4,0.8,2.2,38,1,1.1,88.9,0.5,2.4,2.9,5.9,1.2,0.3,2.8,12.9,190550,0.01144444444,2021
isabelle harrison,28,23.8,10.9,4.6,8.6,53.8,0,0,0,1.7,2.1,78.3,1.6,4.3,5.9,1.1,1.1,0.7,1.5,13.8,154500,0.009279279279,2021
jasmine thomas,30,29.6,10.6,3.8,9.8,38.6,1.4,3.5,40,1.6,1.9,87.5,0.4,2,2.4,4,1.3,0.2,2.2,10.1,185000,0.01111111111,2021
riquna williams,32,26,10.5,3.6,8,44.4,2,4.7,41.7,1.4,1.6,92,0.2,2.4,2.6,1.6,0.8,0.4,0.7,10.6,145000,0.008708708709,2021
courtney vandersloot,32,30.5,10.5,4,9.3,43.3,1.1,3.3,34.6,1.3,1.5,85.7,0.5,2.9,3.4,8.6,1.7,0.4,3,16.1,200000,0.01201201201,2021
sue bird,30,27.7,10,3.5,8.2,43.1,2.2,5.3,41.9,0.7,0.8,83.3,0.3,2.3,2.6,5.3,0.9,0.1,1.6,12.6,221450,0.133003003,2021
danielle robinson,24,27.5,9.9,3.7,8.8,41.7,0.2,1,20,2.3,2.6,88.9,0.3,3.2,3.5,3.7,1.5,0.1,1.8,11.6,155000,0.009309309309,2021
kia nurse,32,26.1,9.5,3.1,8.5,35.9,1.8,5.2,35.3,1.5,1.9,79,0.4,3.1,3.5,1.8,0.5,0.1,1.5,8,70040,0.004206606607,2021
brittney sykes,32,29.3,9.4,3.6,8.9,40.5,0.3,1.3,26.2,1.9,2.5,77.2,1.2,3.4,4.6,2.2,1.8,0.5,1.4,11.2,110000,0.006606606607,2021
amanda zahui b,30,23.8,9.2,3.5,8.3,42.7,1,3.6,28,1.1,1.4,76.7,0.8,4.3,5.1,1,0.6,1.2,1.8,10.2,135000,0.008108108108,2021
rebecca allen,25,24.2,9.2,3,8.6,34.3,1.9,5,38.1,1.3,1.5,89.2,0.8,2.9,3.7,1.1,1.6,1.2,0.8,10.1,105037,0.006308528529,2021
te'a cooper,31,22,9.1,3.1,8.3,37.9,0.8,2.4,32.4,2,2.7,75,0.1,1.6,1.7,1.4,0.9,0.2,1.8,5.6,58170,0.00349369364,2021
crystal bradford,24,18.3,8.8,3.4,8,42.9,1.2,3.4,35.8,0.8,1.6,46.2,1.3,2.5,3.8,1.5,1.2,0.4,1,9.3,58170,0.00349369364,2021
odyssey sims,30,25.1,8.7,3.5,9.5,37,0.5,2.3,23.2,1.2,1.6,72.9,0.5,2,2.5,3.6,1.2,0.1,1.6,8.1,75000,0.004504504505,2021
odyssey sims,30,25.1,8.7,3.5,9.5,37,0.5,2.3,23.2,1.2,1.6,72.9,0.5,2,2.5,3.6,1.2,0.1,1.6,8.1,111520,0.006697897898,2021
natasha cloud,27,31.6,8.7,3,7.7,38.9,1,3.5,27.4,1.7,2,83.6,0.4,3.2,3.6,6.4,1.4,0.1,2.2,13,190000,0.01141141141,2021
michaela onyenwere,32,22.5,8.6,2.8,7.1,39.9,1.2,3.5,32.7,1.8,2.1,83.6,0.7,2.3,2.9,0.6,0.4,0.3,1.1,7.1,67208,0.004036516517,2021
nia coffey,32,25.2,8.3,2.9,6.9,42.1,1.6,3.8,41.7,0.9,1.1,77.8,0.6,3.3,3.8,0.9,0.8,1.2,1.4,9.3,70040,0.004206606607,2021
monique billings,31,23.8,8.1,3.2,6.5,49.5,0,0.1,0,1.7,2.5,67.5,2.8,3.6,6.5,1,1.2,1,1.4,12.3,70040,0.004206606607,2021
brianna turner,32,31.1,7.8,3.4,6.1,55.4,0,0,0,1,1.4,71.7,2.4,7,9.4,1.8,0.8,1.3,1.5,16.4,58710,0.003526126126,2021
crystal dangerfield,31,20.1,7.7,2.8,7.2,38.8,0.9,2.5,35.9,1.2,1.4,85.7,0.3,1.7,2,2.8,0.7,0.1,1.4,7.2,60946,0.00366042042,2021
damiris dantas,24,23.8,7.7,2.8,7.3,37.7,1.4,4.3,33.3,0.8,1,75,0.6,3.4,4,2.3,0.4,0.3,1.8,8.1,126000,0.007567567568,2021
natisha hiedeman,32,20.1,7.6,2.4,6.1,40,1.6,4,39.8,1.1,1.6,70,0.2,1.6,1.8,1.9,0.8,0.2,0.9,7.2,58710,0.003526126126,2021
kayla thornton,31,27.6,7.5,2.7,6.4,42.1,0.7,2,34.9,1.5,1.7,84.9,2.1,3.5,5.6,1.5,0.8,0.2,1,10.7,89200,0.005357357357,2021
stefanie dolson,24,20,7.5,3,6.1,48.6,0.8,2,40.4,0.8,0.8,94.7,0.7,2.9,3.5,1.3,0.3,0.8,1.3,8.8,175000,0.01051051051,2021
azurá stevens,30,19.6,7.4,3,6,50,0.5,1.5,33.3,0.9,1.1,81.3,1.6,2.9,4.6,0.8,0.8,0.7,0.9,10.1,70040,0.004206606607,2021
mercedes russell,30,24.7,7.3,3.1,5,61.7,0,0,0,1.2,1.6,76.6,1.7,4.5,6.1,1.6,0.9,0.4,1.2,12.9,70040,0.004206606607,2021
katie lou samuelson,27,21,7,2.7,5.9,45.6,1,2.7,35.1,0.7,1,73.1,0.4,3.1,3.5,1.7,0.7,0.3,1.1,8.6,60069,0.003607747748,2021
briann january,29,30.2,7,2.4,5.8,42.5,0.9,2.4,38,1.1,1.3,86.8,0.3,1.1,1.4,3.1,0.9,0.1,1.8,7.2,121500,0.007297297297,2021
victoria vivians,31,21.3,6.8,2.5,7.5,33.3,1,4.1,25.2,0.8,1,83.3,0.5,2.6,3.1,1.3,1.1,0.1,1.3,6,62014,0.003724564565,2021
ezi magbegor,30,15.2,6.7,2.7,5.3,50.9,0.2,0.3,55.6,1.1,1.3,84.6,1.5,2.3,3.8,0.8,0.6,0.9,0.9,9.2,58710,0.003526126126,2021
jantel lavender,27,20,6.4,2.8,7,40.4,0.1,0.7,20,0.7,0.7,90,1.7,2.2,3.9,1.5,0,0.1,1.4,6.4,175000,0.01051051051,2021
candice dupree,26,17.8,6.4,2.8,6.5,43.5,0,0.3,14.3,0.7,0.8,81.8,0.6,2.4,3,0.7,0.5,0.2,0.8,6,142000,0.008528529829,2021
theresa plaisance,31,18,6.4,2.3,6.5,35.1,1.1,3.7,30.2,0.7,0.9,81.5,0.7,3.7,4.4,1.4,0.8,0.7,1.2,8,70040,0.004206606607,2021
leilani mitchell,31,23.4,6.4,2.1,5.7,36,1.6,4.5,35.7,0.6,0.7,82.6,0.4,1.6,2,2.5,0.5,0.1,1.1,6.4,125250,0.007522522523,2021
aari mcdonald,30,16.4,6.3,1.9,5.8,32.2,1.1,3.5,30.8,1.5,1.7,88.2,0.3,1.3,1.6,2,0.8,0.2,1.2,5.6,70040,0.004206606607,2021
jazmine jones,27,16.6,5.9,2,5.5,35.6,0.7,1.7,38.3,1.3,1.7,76.1,0.4,2,2.4,1.1,0.5,0.4,1.6,4.8,63751,0.00382888889,2021
jessica breland,26,20.9,5.8,2.6,7,37,0.2,0.6,31.3,0.5,0.7,68.4,1.4,4.8,6.3,2,0.6,1.5,1.8,9.8,145000,0.008708708709,2021
elizabeth williams,32,23.8,5.8,2.5,4.8,51.6,0,0,0,0.8,1.7,50.9,2,2.9,4.9,1.2,1.1,1.3,0.8,10.5,119000,0.007147147147,2021
jordin canada,29,18.7,5.8,1.9,5,38.9,0.1,0.5,21.4,1.8,2.2,84.1,0.6,1.8,2.3,3,0.7,0.1,1.1,7.5,70040,0.004206606607,2021
ruthy hebard,30,16.8,5.8,2.4,4.6,52.9,0,0.1,0,0.9,1.1,79.4,1.4,3,4.4,0.8,0.7,0.7,0.6,9.3,66555,0.003997297297,2021
epiphanny prince,29,14.3,5.8,2,4.6,43.9,0.9,1.7,50,0.9,1,89.7,0.3,1.3,1.6,1.7,0.7,0.2,0.9,6.5,115000,0.006906906907,2021
stephanie talbot,30,17.9,5.7,2.3,4.8,48.3,0.9,2.2,41.5,0.2,0.3,75,0.4,2.5,2.9,1.6,0.5,0.4,1.6,6.9,70040,0.004206606607,2021
kylee shook,30,18.9,5.7,2.4,5.1,46.7,0.8,2,39.3,0.1,0.2,80,0.7,3.4,4,1.4,0.3,0.5,1.3,7.9,60946,0.00366042042,2021
sophie cunningham,30,17.5,5.6,2,4.5,43.7,1.1,2.6,41,0.6,0.9,70.4,0.3,1.7,2,1.1,0.5,0.2,0.5,6.1,58710,0.003526126126,2021
moriah jefferson,29,17.2,5.4,2.3,5.1,44.9,0.8,1.7,46,0.1,0.2,60,0.4,1.6,2,2.5,0.8,0.2,1.4,6.7,175100,0.01051651652,2021
lindsay allen,32,17.8,5.4,2,4.8,42.8,0.4,1.5,29.8,0.9,1.2,81.1,0.3,1.2,1.5,3,0.5,0.1,1,6.7,70040,0.004206606607,2021
shey peddy,32,17.5,5.4,1.9,4.6,41.2,0.8,2.5,33.3,0.7,0.8,92,0.8,1.6,2.3,2.5,0.9,0.1,1,7.4,58170,0.003493693694,2021
rachel banham,27,12.6,5,1.9,4.8,39.5,1,2.8,37.3,0.2,0.3,62.5,0.1,1.1,1.2,1.6,0.3,0.1,0.9,4.4,52042,0.003125645646,2021
rachel banham,27,12.6,5,1.9,4.8,39.5,1,2.8,37.3,0.2,0.3,62.5,0.1,1.1,1.2,1.6,0.3,0.1,0.9,4.4,31702,0.001904024024,2021
tianna hawkins,28,15.5,4.9,1.8,4.5,39.7,0.6,2.4,24.2,0.8,0.8,91.3,0.5,2.6,3.1,0.6,0.4,0.5,1.1,5.6,140000,0.008408408408,2021
bridget carleton,32,19.3,4.8,1.7,4.3,40.1,0.8,2.3,36.5,0.5,0.6,80,0.7,1.6,2.3,1.5,0.8,0.2,0.8,6,58710,0.003526126126,2021
kia vaughn,28,15.8,4.6,2.1,4.8,44.4,0,0,0,0.4,0.7,60,0.8,1.9,2.7,1.3,0.2,0.2,1.3,4.9,110000,0.006606606607,2021
megan walker,29,14.7,4.5,1.6,5.1,31.1,0.7,2.6,26.7,0.7,1,63.3,0.2,1.1,1.3,0.9,0.2,0.3,0.8,2.5,65459,0.003931471471,2021
sydney wiese,27,21.4,4.4,1.5,4.7,32.3,0.9,2.9,29.1,0.5,0.7,77.8,0.2,1.1,1.3,1.6,0.4,0,1,3.4,80000,0.004804804805,2021
tyasha harris,32,16.3,4.4,1.5,4.5,33.6,0.6,1.8,33.9,0.8,0.9,83.3,0.3,1.3,1.6,2.7,0.4,0.3,1,5.3,66555,0.003997297297,2021
shavonte zellous,28,15.8,4.3,1.5,4.1,37.7,0.4,1.5,24.4,0.9,1.1,80.6,0.6,1.8,2.4,1.6,0.4,0.2,0.8,5.3,70040,0.004206606607,2021
kaila charles,30,16.3,4.3,1.6,4.4,36.8,0.3,1.1,30.3,0.7,0.8,87.5,1.1,1.7,2.8,1.1,0.5,0.4,0.9,5.3,60946,0.00366042042,2021
erica mccall,23,15.5,4.1,1.6,3.2,50,0,0,0,0.9,1.4,62.5,1.4,2.9,4.3,0.6,0.3,0.4,0.9,6.7,72000,0.004324324324,2021
charli collier,28,12.3,3.4,1.4,3.1,46.5,0,0,0,0.6,0.8,69.6,1.1,2.5,3.6,0.2,0.1,0.2,0.5,5.3,70040,0.004206606607,2021
dana evans,29,7.6,3.3,0.9,2.7,34.2,0.6,1.6,40,0.8,0.9,88.5,0,0.3,0.4,1,0.2,0,0.6,2.4,61543,0.003696276276,2021
arella guirantes,25,11.6,3.2,1,3.8,27.4,0.2,1.1,22.2,0.8,1,80.8,0.2,1.1,1.3,0.6,0.3,0.2,0.5,2.1,61543,0.003696276276,2021
kennedy burke,23,7.7,2.9,1.1,2.4,44.6,0.3,0.8,33.3,0.4,0.7,62.5,0.3,0.5,0.8,0.3,0.3,0.1,0.5,2.3,58710,0.003526126126,2021
dijonai carrington,24,9.2,2.8,1.1,3.4,32.9,0.1,0.9,14.3,0.5,0.6,73.3,0.6,1.3,2,0.5,0.5,0.1,0.9,2.6,61543,0.003696276276,2021
lauren cox,26,11.7,2.6,1,2.5,38.5,0.1,0.3,25,0.6,0.8,80,0.6,2.3,3,0.5,0.5,0.6,0.6,4.9,34315,0.002060960961,2021
bella alarie,31,13.1,2.6,1,2.1,50,0,0.1,0,0.5,0.6,85,1.4,1.9,3.3,0.5,0.6,0.6,0.6,5.9,66555,0.003997297297,2021
shekinna stricklen,24,9.8,2.5,0.9,3.5,25.9,0.6,2.8,21.2,0.1,0.2,40,0.1,0.8,0.9,0.3,0.4,0.2,0.1,1.5,175100,0.01051651652,2021
didi richards,31,11.2,2.3,0.9,2.1,42.2,0.3,0.7,45.5,0.2,0.3,60,0.3,0.8,1.1,0.8,0.5,0.2,0.5,3.1,61543,0.003696276276,2021
jisu park,25,8.9,2,0.7,2.1,32.7,0,0.2,0,0.6,0.7,83.3,0.6,1.2,1.8,0.8,0.1,0.6,0.8,3.1,58170,0.003526126126,2021
beatrice mompremier,32,8.6,1.8,0.8,1.7,49.1,0,0,0,0.2,0.4,41.7,0.9,1.5,2.4,0.2,0.4,0.3,0.6,3.4,58710,0.003526126126,2021
kiah stokes,24,18.5,1.5,0.7,1.2,57.1,0,0.1,50,0.2,0.3,66.7,1.5,4,5.4,0.8,0.4,0.7,0.5,7.8,35200,0.002114114114,2021
kiah stokes,24,18.5,1.5,0.7,1.2,57.1,0,0.1,50,0.2,0.3,66.7,1.5,4,5.4,0.8,0.4,0.7,0.5,7.8,45000,0.002702702703,2021