,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
1,Lebron James,CLE,23,75,45,30,40.4,30,10.6,21.9,48.4,1.5,4.8,31.5,7.3,10.3,71.2,1.8,6.1,7.9,7.2,3.4,1.8,1.1,2.2,55.6,31,7,1.8,13041250,0.00260825
2,Kobe Bryant,LAL,29,82,57,25,38.9,28.3,9.5,20.6,45.9,1.8,5.1,36.1,7.6,9,84,1.1,5.2,6.3,5.4,3.1,1.8,0.5,2.8,47.8,20,0,7.3,19490625,0.003898125
3,Allen Iverson,DEN,33,82,50,32,41.8,26.4,8.7,19,45.8,1.2,3.4,34.5,7.9,9.7,80.9,0.6,2.4,3,7.1,3,2,0.1,1.3,44,15,0,4.4,19012500,0.0038025
4,Carmelo Anthony,DEN,24,77,47,30,36.4,25.7,9.5,19.2,49.2,0.8,2.1,35.4,6,7.7,78.6,2.3,5.1,7.4,3.4,3.3,1.3,0.5,3.3,41.7,22,0,2.1,13041250,0.00260825
5,Amar'E Stoudemire,PHX,25,79,53,26,33.9,25.2,9,15.3,59,0.1,0.4,16.1,7,8.7,80.5,2.3,6.8,9.1,1.5,2.2,0.8,2.1,3.7,44.8,36,0,5.3,13762775,0.002752555
6,Dwyane Wade,MIA,26,51,10,41,38.3,24.6,8.6,18.4,46.9,0.4,1.5,28.6,6.9,9.2,75.8,0.9,3.3,4.2,6.9,4.4,1.7,0.7,2.7,42.9,9,0,-5,13041250,0.00260825
7,Kevin Martin,SAC,25,61,30,31,36.3,23.7,6.8,15,45.6,1.8,4.4,40.2,8.2,9.5,86.9,0.8,3.7,4.5,2.1,2.1,1,0.1,2.5,33.3,2,0,-0.5,1808121,0.0003616242
8,Dirk Nowitzki,DAL,30,77,49,28,36,23.6,8.2,17.1,47.9,1,2.9,35.9,6.2,7.1,87.9,1.2,7.3,8.6,3.5,2.1,0.7,0.9,2.6,41.7,25,1,6.3,16360094,0.0032720188
9,Michael Redd,MIL,28,72,21,51,37.5,22.7,7.6,17.3,44.2,1.8,5,36.2,5.6,6.8,82,1.2,3.1,4.3,3.4,2.5,0.9,0.2,1.7,33.7,2,0,-5.1,14520000,0.002904
10,Richard Jefferson,NJN,28,82,34,48,39,22.6,7.5,16.2,46.6,0.9,2.6,36.2,6.6,8.3,79.8,1.1,3,4.2,3.1,2.4,0.9,0.3,2.7,33.4,2,0,-3.7,12200000,0.00244
11,Chris Bosh,TOR,24,67,37,30,36.2,22.3,7.6,15.3,49.4,0.1,0.4,40,7,8.3,84.4,2.6,6.1,8.7,2.6,2.3,0.9,1,2.3,40.1,28,0,5.4,13041250,0.00260825
12,Corey Maggette,LAC,28,70,21,49,35.7,22.1,6.5,14.3,45.8,1.1,2.9,38.4,7.9,9.7,81.2,1.1,4.5,5.6,2.7,2.8,1,0.1,3,33.5,6,0,-3.4,7000000,0.0014
13,Yao Ming,HOU,27,55,36,19,37.2,22,7.9,15.5,50.7,0,0,0,6.3,7.4,85,3.1,7.7,10.8,2.3,3.3,0.5,2,3.1,42.6,33,0,3.5,13762775,0.002752555
14,Baron Davis,GSW,29,82,48,34,39,21.8,7.9,18.6,42.6,2.1,6.4,33,3.9,5.2,75,1.2,3.5,4.7,7.6,2.8,2.3,0.5,3,44.6,18,3,3,16440000,0.003288
15,Jason Richardson,CHA,27,82,32,50,38.4,21.8,7.9,17.9,44.1,3,7.3,40.6,3,4,75.2,1,4.4,5.4,3.1,2,1.4,0.7,2.9,37.3,5,0,-2.8,11111110,0.002222222
16,Joe Johnson,ATL,27,82,37,45,40.8,21.7,7.9,18.3,43.2,2.1,5.4,38.1,3.9,4.6,83.4,1,3.5,4.5,5.8,2.7,1,0.2,2,36.7,9,0,-0.2,13488378,0.0026976756
17,Tracy Mcgrady,HOU,29,66,46,20,37,21.6,8.3,19.8,41.9,1.3,4.5,29.2,3.7,5.4,68.4,0.6,4.5,5.1,5.9,2.4,1,0.5,1.4,38.6,5,1,4,18257750,0.00365155
18,Antawn Jamison,WAS,32,79,41,38,38.7,21.4,7.8,17.9,43.6,1.5,4.5,33.9,4.2,5.5,76,2.7,7.5,10.2,1.5,1.4,1.3,0.4,2.5,39.8,44,0,2.5,16360094,0.0032720188
19,Vince Carter,NJN,31,76,34,42,38.9,21.3,7.7,16.9,45.6,1.3,3.6,35.9,4.6,5.6,81.6,1.5,4.5,6,5.1,2.4,1.2,0.4,3.2,38.8,9,0,-1.5,13325000,0.002665
20,Carlos Boozer,UTA,26,81,53,28,34.9,21.1,8.8,16,54.7,0,0,0,3.6,4.9,73.8,2.4,8,10.4,2.9,2.6,1.2,0.5,3.6,40.5,51,1,5.2,11593816,0.0023187632
21,Chris Paul,NOH,23,80,55,25,37.6,21.1,7.9,16.1,48.8,1.2,3.1,36.9,4.2,4.9,85.1,0.8,3.2,4,11.6,2.5,2.7,0.1,2.3,49,56,1,6,3615960,0.000723192
22,Al Jefferson,MIN,23,82,22,60,35.6,21,8.8,17.6,50,0,0.1,0,3.5,4.8,72.1,3.8,7.4,11.1,1.4,2,0.9,1.5,2.7,41.5,55,0,-6.7,2480885,0.000496177
23,Dwight Howard,ORL,22,82,52,30,37.7,20.7,7.1,11.9,59.9,0,0,0,6.5,10.9,59,3.4,10.8,14.2,1.3,3.2,0.9,2.1,3.3,45.6,69,0,5.9,6061274,0.0012122548
24,David West,NOH,27,76,52,24,37.8,20.6,8.3,17.2,48.2,0.1,0.3,24,3.9,4.6,85,2.4,6.5,8.9,2.3,2.2,0.8,1.3,2.7,38.9,29,0,5.4,10650000,0.00213
25,Jamal Crawford,NYK,28,80,23,57,39.9,20.6,7.1,17.4,41,2.2,6.2,35.6,4.1,4.8,86.4,0.5,2.1,2.6,5,2.4,1,0.2,1.8,32.4,0,0,-4.3,7920000,0.001584
26,Metta World Peace,SAC,28,57,30,27,38.1,20.5,7.6,16.9,45.3,1.5,3.9,38,3.7,5.2,71.9,1.8,4,5.8,3.5,2.6,2.3,0.7,2.8,39,6,0,1.5,7400000,0.00148
27,Caron Butler,WAS,28,58,33,25,39.9,20.3,7.6,16.3,46.6,1.1,3.2,35.7,4.1,4.5,90.1,1.6,5.1,6.7,4.9,2.6,2.2,0.3,2.8,40.8,9,3,2.9,8468990,0.001693798
28,Kevin Durant,SEA,19,80,19,61,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.4,2.4,2.9,1,0.9,1.5,32,1,0,-8.2,4171200,0.00083424
29,Monta Ellis,GSW,22,81,48,33,37.9,20.2,8,15.1,53.1,0.1,0.6,23.1,4,5.1,76.7,1.6,3.3,5,3.9,2.1,1.5,0.3,2.4,35.5,5,0,2.6,770610,0.000154122
30,Rudy Gay,MEM,21,81,21,60,37,20.1,7.7,16.7,46.1,1.7,4.8,34.6,3.1,3.9,78.5,1.7,4.4,6.2,2,2.3,1.4,1,2.8,35.2,10,0,-6,2411160,0.000482232
31,Stephen Jackson,GSW,30,73,46,27,39.1,20.1,6.7,16.5,40.5,2.5,6.9,36.3,4.2,5.1,83.2,0.9,3.4,4.4,4.1,2.7,1.3,0.4,2.3,33.7,1,0,2.8,6630000,0.001326
32,Josh Howard,DAL,28,76,48,28,36.3,19.9,7.5,16.4,45.5,0.9,2.8,31.9,4.1,5.1,81.3,1.6,5.4,7,2.2,1.5,0.8,0.4,2.7,33.6,9,0,5.5,9500000,0.0019
33,Andre Iguodala,PHI,24,82,40,42,39.5,19.9,7.1,15.6,45.6,1.2,3.7,32.9,4.5,6.2,72.1,1,4.4,5.4,4.8,2.6,2.1,0.6,2.3,39,8,0,0.1,2804889,0.0005609778
34,Paul Pierce,BOS,30,80,64,16,35.9,19.6,6.4,13.7,46.4,1.8,4.6,39.2,5.1,6.1,84.3,0.7,4.5,5.1,4.5,2.8,1.3,0.5,2.5,35,7,0,9.8,16360094,0.0032720188
35,Danny Granger,IND,25,80,34,46,35.9,19.6,6.7,15.1,44.6,2.1,5.3,40.4,4,4.7,85.2,1.2,4.9,6.1,2.1,2.1,1.2,1.1,3.6,34.6,7,0,-1.9,1516800,0.00030336
36,Hedo Turkoglu,ORL,29,82,52,30,36.9,19.5,6.8,14.9,45.6,2,5.1,40,4,4.8,82.9,1,4.7,5.7,5,3,0.9,0.3,3,34.5,8,2,5.5,6373900,0.00127478
37,Manu Ginobili,SAS,30,74,51,23,31.1,19.5,6.1,13.3,46,2.1,5.3,40.1,5.1,6,86,0.9,3.9,4.8,4.5,2.7,1.5,0.4,2.3,35,5,0,5.8,9079811,0.0018159622
38,Gilbert Arenas,WAS,26,13,6,7,32.7,19.4,6,15.1,39.8,1.7,6,28.2,5.7,7.4,77.1,0.5,3.5,3.9,5.1,3.8,1.8,0.1,2.3,33.5,1,0,0.5,11950400,0.00239008
39,Gerald Wallace,CHA,25,62,23,39,38.3,19.4,6.6,14.6,44.9,1.1,3.6,32.1,5,6.9,73.1,0.9,5.1,6,3.5,2.9,2.1,0.9,3,38,9,0,-1.8,9500000,0.0019
40,Tim Duncan,SAS,32,78,54,24,34,19.3,7.5,15.1,49.7,0,0.1,0,4.3,5.9,73,3,8.3,11.3,2.8,2.3,0.7,1.9,2.4,42.8,53,0,5.4,19014188,0.0038028376
41,Brandon Roy,POR,23,74,40,34,37.7,19.1,7.2,15.8,45.4,1,2.9,34,3.8,5,75.3,1.1,3.6,4.7,5.8,1.8,1.1,0.2,2,35.5,10,1,0.4,2883120,0.000576624
42,Mike Dunleavy,IND,27,82,36,46,36,19.1,6.5,13.6,47.6,2,4.7,42.4,4.1,4.9,83.4,0.7,4.5,5.2,3.5,2.3,1,0.4,2.5,32.5,5,0,0.5,8219008,0.0016438016
43,Pau Gasol,LAL,27,66,32,34,35.6,18.9,7.2,13.5,53.4,0.1,0.2,25,4.4,5.5,80.7,2.3,6,8.4,3.2,1.9,0.5,1.5,2.1,37.7,26,0,3.3,13735000,0.002747
44,Deron Williams,UTA,24,82,54,28,37.3,18.8,6.9,13.6,50.7,1,2.6,39.5,4,5,80.3,0.4,2.5,3,10.5,3.4,1.1,0.3,2.4,38.9,52,0,5.2,4010640,0.000802128
45,Kevin Garnett,BOS,32,71,57,14,32.8,18.8,7.5,13.9,53.9,0,0.2,0,3.8,4.7,80.1,1.9,7.3,9.2,3.4,1.9,1.4,1.3,2.3,41.1,29,0,10.4,23751934,0.0047503868
46,Tony Parker,SAS,26,69,48,21,33.5,18.8,7.5,15.1,49.4,0.2,1,25.8,3.6,5,71.5,0.4,2.8,3.2,6,2.4,0.8,0.1,1.3,31.9,3,0,5,10500000,0.0021
47,Ben Gordon,CHI,25,72,29,43,31.8,18.6,6.4,14.8,43.4,2,4.8,41,3.7,4.1,90.8,0.6,2.5,3.1,3,2.1,0.8,0.1,2.4,27.2,0,0,-3.2,4881669,0.0009763338
48,Rashard Lewis,ORL,28,81,52,29,38,18.2,6.4,14,45.5,2.8,6.8,40.9,2.7,3.2,83.8,1.2,4.2,5.4,2.4,1.7,1.2,0.5,2.6,31.7,1,0,5.1,14884951,0.0029769902
49,Lamarcus Aldridge,POR,22,76,35,41,34.9,17.8,7.4,15.3,48.4,0,0.1,14.3,3,3.9,76.2,2.9,4.7,7.6,1.6,1.7,0.7,1.2,3.2,33.5,19,0,-0.2,4329360,0.000865872
50,Zach Randolph,NYK,26,69,23,46,32.5,17.6,7,15.3,45.9,0.3,1.2,27.5,3.2,4.2,77.2,2.7,7.6,10.3,2,2.7,0.9,0.2,2.8,33.6,40,0,-4,13333333,0.0026666666
51,Elton Brand,LAC,29,8,1,7,34.2,17.6,6.5,14.3,45.6,0,0,0,4.6,5.9,78.7,2.6,5.4,8,2,2.1,0.4,1.9,2.6,34.9,2,0,-12.1,15344000,0.0030688
52,Ray Allen,BOS,32,73,58,15,35.9,17.4,6,13.5,44.5,2.5,6.2,39.8,2.9,3.2,90.7,1,2.6,3.7,3.1,1.7,0.9,0.2,2,28.1,1,0,8.4,16000000,0.0032
53,Richard Hamilton,DET,30,72,52,20,33.7,17.3,6.9,14.3,48.4,0.9,2,44,2.6,3.1,83.3,1,2.2,3.3,4.2,1.8,1,0.1,2.4,29,1,0,5.3,10000000,0.002
54,Mo Williams,MIL,25,66,24,42,36.5,17.2,6.7,13.9,48,1.3,3.5,38.5,2.5,2.9,85.6,0.6,2.9,3.5,6.3,2.8,1.2,0.2,2.8,32.2,6,0,-5.1,7750000,0.00155
55,Josh Smith,ATL,22,81,37,44,35.5,17.2,6.4,14,45.7,0.3,1.2,25.3,4.1,5.8,71,2,6.2,8.2,3.4,3,1.5,2.8,3.3,42.1,19,1,-0.4,2243543,0.0004487086
56,Andre Miller,PHI,32,82,40,42,36.8,17,6.9,14.1,49.2,0,0.4,8.8,3.1,4.1,77.2,1.2,2.8,4,6.9,2.5,1.3,0.1,2.2,33.7,14,0,-0.8,9600000,0.00192
57,Luol Deng,CHI,23,63,25,38,33.8,17,6.8,14.2,47.9,0.1,0.3,36.4,3.2,4.2,77,2.2,4.1,6.3,2.5,1.9,0.9,0.5,1.9,30.4,6,0,-2.4,3320339,0.0006640678
58,Chauncey Billups,DET,31,78,56,22,32.3,17,5,11.2,44.8,1.8,4.4,40.1,5.1,5.6,91.8,0.5,2.2,2.7,6.8,2.1,1.3,0.2,1.7,32.9,13,0,6.7,10000000,0.002
59,Steve Nash,PHX,34,81,55,26,34.3,16.9,6,11.9,50.4,2.2,4.7,47,2.7,3,90.6,0.3,3.1,3.5,11.1,3.6,0.7,0.1,1.4,36.2,48,0,6.8,11375000,0.002275
60,Peja Stojakovic,NOH,31,77,53,24,35.2,16.4,5.9,13.3,44,3,6.8,44.1,1.7,1.8,92.9,0.8,3.5,4.3,1.2,0.8,0.7,0.1,1.6,25.2,4,0,6,11664000,0.0023328
61,Mike Miller,MEM,28,70,21,49,35.3,16.4,5.9,11.8,50.2,2.2,5.1,43.2,2.3,3,77.4,0.7,5.9,6.7,3.4,2.6,0.5,0.2,2.1,29.1,13,0,-3.6,8376194,0.0016752388
62,Chris Kaman,LAC,26,56,20,36,37.2,15.7,6,12.5,48.3,0,0.1,0,3.6,4.7,76.2,3.1,9.6,12.7,1.9,2.9,0.6,2.8,3.2,40.9,36,0,-3.3,8600000,0.00172
63,Leandro Barbosa,PHX,25,82,55,27,29.5,15.6,5.8,12.5,46.2,2,5.1,38.9,2.1,2.6,82.2,0.5,2.3,2.8,2.6,1.4,0.9,0.2,2.4,25,0,0,1.5,5600000,0.00112
64,Jason Terry,DAL,30,82,51,31,31.4,15.5,5.7,12.3,46.7,1.7,4.4,37.5,2.3,2.7,85.7,0.4,2.2,2.5,3.2,1.1,1.1,0.2,2.1,26.1,0,0,3.8,8898000,0.0017796
65,Shawn Marion,MIA,30,63,37,26,36.7,15.4,6.3,12.5,50.8,1,3.1,33.3,1.7,2.4,70.7,2.2,8,10.2,2.2,1.4,2,1.3,2.4,39.6,32,0,3.5,16440000,0.003288
66,Rashad Mccants,MIN,23,75,20,55,26.9,14.9,5.7,12.6,45.3,1.9,4.7,40.7,1.5,2.1,74.8,0.7,2.1,2.7,2.2,2.3,0.9,0.2,3.1,22.5,0,0,-1.6,1769160,0.000353832
67,Marvin Williams,ATL,22,80,35,45,34.6,14.8,5.3,11.5,46.2,0,0.1,10,4.2,5.1,82.2,1.5,4.2,5.7,1.7,1.6,1,0.4,2.8,26.9,7,0,-2.1,4466040,0.000893208
68,Devin Harris,NJN,25,64,37,27,31.6,14.8,5,10.8,46.3,0.9,2.6,33.5,3.9,4.7,82.4,0.4,2.3,2.7,5.8,2.5,1.4,0.2,3,28.8,4,0,3,3995003,0.0007990006
69,Mehmet Okur,UTA,29,72,50,22,33.2,14.5,5.2,11.7,44.5,1.6,4.1,38.8,2.6,3.2,80.4,1.8,5.9,7.7,2,1.4,0.8,0.4,3.3,28.9,23,0,4.7,9000000,0.0018
70,Raymond Felton,CHA,24,79,32,47,37.6,14.4,5.2,12.6,41.3,0.7,2.5,28,3.3,4.1,80,0.5,2.5,3,7.4,2.7,1.2,0.2,2.3,30.5,17,0,-2.6,3274440,0.000654888
71,Andrew Bogut,MIL,23,78,26,52,34.9,14.3,6,11.7,51.1,0,0.1,0,2.4,4.1,58.7,3.1,6.6,9.8,2.6,2.2,0.8,1.7,3.3,35.4,38,0,-4.5,4991520,0.000998304
72,Lamar Odom,LAL,28,77,54,23,37.9,14.2,5.4,10.3,52.5,0.4,1.5,27.4,3,4.3,69.8,2.6,8.1,10.6,3.5,2,1,0.9,2.9,36,44,1,6.2,13248596,0.0026497192
73,Zydrunas Ilgauskas,CLE,33,73,41,32,30.4,14.1,5.7,12,47.4,0,0,0,2.7,3.3,80.2,3.6,5.7,9.3,1.4,1.8,0.5,1.6,3.4,31.9,29,0,0.8,10142156,0.0020284312
74,Mike Bibby,ATL,30,48,24,24,32.8,13.9,5.2,12.6,41.1,1.9,5.2,37.5,1.6,2.1,78,0.3,3,3.3,6,2.5,1.1,0.1,2,28.1,5,0,-0.5,14983603,0.0029967206
75,Stephon Marbury,NYK,31,24,6,18,33.5,13.9,4.6,11,41.9,1.2,3.1,37.8,3.5,4.8,71.6,0.7,1.8,2.5,4.7,2,0.9,0.1,2.4,24.8,0,0,-6.8,19012500,0.0038025
76,Emeka Okafor,CHA,25,82,32,50,33.1,13.8,5.6,10.5,53.5,0,0,0,2.6,4.6,57,3.1,7.6,10.7,0.9,2,0.8,1.7,2.9,33.2,39,0,-3.1,5427307,0.0010854614
77,Ricky Davis,MIA,28,82,15,67,36.1,13.8,5.1,11.8,43.3,1.6,4.1,40.5,1.9,2.4,78.7,0.7,3.6,4.3,3.4,2.3,1.1,0.2,2.3,25.4,4,0,-7.2,6819000,0.0013638
78,Shaquille O'Neal,PHX,36,61,25,36,28.7,13.6,5.4,9.1,59.3,0,0,0,2.8,5.5,50.3,2.7,6.4,9.1,1.5,3,0.5,1.4,3.7,29.8,21,0,0.1,21000000,0.0042
79,Al Harrington,GSW,28,81,48,33,27,13.6,5,11.4,43.4,1.9,5,37.5,1.8,2.3,77.4,1.3,4.1,5.4,1.6,1.1,0.9,0.2,3.3,24.8,7,0,1.9,8425625,0.001685125
80,Jermaine O'Neal,IND,29,42,19,23,28.7,13.6,5.4,12.2,43.9,0,0.1,0,2.9,3.9,74.2,2,4.8,6.7,2.2,2.5,0.5,2.1,3.1,30.1,7,0,-1.2,19728000,0.0039456
81,Brad Miller,SAC,32,72,35,37,34.9,13.4,4.7,10.1,46.3,0.4,1.3,31.1,3.6,4.3,84.8,2.3,7.1,9.5,3.7,2.3,1,1,3.4,33.9,29,0,1.2,10500000,0.0021
82,Chris Wilcox,SEA,25,62,16,46,28,13.4,5.4,10.3,52.4,0,0,0,2.6,4,64.5,2,5,7,1.2,1.7,0.7,0.6,2.8,25.8,17,0,-3,6500000,0.0013
83,Travis Outlaw,POR,23,82,41,41,26.7,13.3,5.1,11.8,43.3,0.5,1.2,39.6,2.7,3.6,74.1,1.2,3.4,4.6,1.3,1.3,0.7,0.8,2.1,23.9,4,0,-1.3,4000000,0.0008
84,Eddy Curry,NYK,25,59,17,42,25.9,13.2,5,9.2,54.6,0,0,0,3.2,5.1,62.3,1.9,2.8,4.7,0.5,2.1,0.2,0.5,2.7,19.7,2,0,-6.9,8947543,0.0017895086
85,Andres Nocioni,CHI,28,82,33,49,24.6,13.2,4.6,10.7,43.2,1.5,4.2,36.4,2.4,3,80.7,0.6,3.6,4.2,1.2,1.6,0.3,0.5,3,20.8,1,0,-1.5,8500000,0.0017
85,Tayshaun Prince,DET,28,82,59,23,32.9,13.2,5.1,11.5,44.8,0.6,1.8,36.3,2.3,2.9,76.8,1.3,3.5,4.9,3.3,1.1,0.5,0.4,1.1,25.5,4,0,6.2,8675620,0.001735124
87,Andrew Bynum,LAL,20,35,24,11,28.8,13.1,5.4,8.5,63.6,0,0,0,2.3,3.4,69.5,3,7.2,10.2,1.7,1.5,0.3,2.1,2.8,33.7,18,0,6.8,2172000,0.0004344
88,Grant Hill,PHX,35,70,46,24,31.7,13.1,5.1,10.2,50.3,0.5,1.5,31.7,2.4,2.8,86.7,1.1,4,5,2.9,1.4,0.9,0.8,2.2,27.3,4,0,4.5,1830000,0.000366
89,Rafer Alston,HOU,31,74,51,23,34.1,13.1,4.9,12.5,39.4,1.9,5.5,35.1,1.3,1.9,71.5,0.4,3.1,3.5,5.3,2.2,1.3,0.2,1.9,27.8,4,0,4.4,4550000,0.00091
90,Randy Foye,MIN,24,39,14,25,32.3,13.1,5.1,11.8,42.9,1.6,3.8,41.2,1.4,1.7,81.5,0.3,2.9,3.3,4.2,2,0.9,0.1,2.6,24.3,1,0,-3.7,2631840,0.000526368
91,Beno Udrih,SAC,25,65,31,34,32,12.8,5,10.9,46.3,0.8,2.1,38.7,1.9,2.3,85,0.5,2.8,3.3,4.3,2.3,0.9,0.2,2.1,24.1,3,0,-0.3,561544,0.0001123088
92,Cuttino Mobley,LAC,32,77,22,55,35.1,12.8,4.9,11.3,43.3,0.9,2.5,34.9,2.1,2.6,81.9,0.6,2.9,3.6,2.6,1.6,1,0.4,2,23.8,1,0,-5.7,8350000,0.00167
93,Al Thornton,LAC,24,79,23,56,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,1.6,0.6,0.5,2.5,21.8,7,0,-5.1,1652280,0.000330456
94,Rasheed Wallace,DET,33,77,55,22,30.5,12.7,4.9,11.3,43.2,1.5,4.1,35.6,1.5,1.9,76.7,1.1,5.5,6.6,1.8,1.1,1.2,1.7,2.8,30.8,10,0,5.8,12540000,0.002508
95,Nate Robinson,NYK,24,72,20,52,26.2,12.7,4.6,10.9,42.3,1.3,4.1,33.2,2.1,2.7,78.6,0.7,2.4,3.1,2.9,1.4,0.8,0,2.6,21.9,0,0,-2,1268160,0.000253632
96,Ryan Gomes,MIN,25,82,22,60,29.7,12.6,4.8,10.5,45.7,0.7,2.2,33,2.3,2.8,83,1.6,4.2,5.8,1.8,1.2,0.8,0.1,1.9,23.8,9,0,-3.2,770610,0.000154122
97,John Salmons,SAC,28,81,37,44,31.1,12.5,4.7,9.9,47.7,0.5,1.5,32.5,2.6,3.2,82.3,0.9,3.4,4.3,2.6,2.1,1.1,0.4,2.1,24,6,0,-3.3,4752000,0.0009504
98,Anthony Parker,TOR,33,82,41,41,32.1,12.5,4.8,10.1,47.6,1.6,3.7,43.8,1.2,1.5,81.6,0.6,3.5,4.1,2.2,1.1,1,0.2,1.9,23.2,0,0,2.1,4350000,0.00087
99,Willie Green,PHI,26,74,34,40,26.6,12.4,5.1,11.8,43.6,0.7,2.4,28.5,1.5,2,75.7,0.4,2,2.5,2,1.5,0.7,0.3,1.6,20.1,0,0,0,3094000,0.0006188
100,Tim Thomas,LAC,31,63,18,45,30.8,12.4,4.6,11.2,41.3,1.3,4.3,30.6,1.8,2.4,75.2,1,4.1,5.1,2.7,1.6,0.6,0.5,3,24.3,3,0,-3.3,5632200,0.00112644
101,Kenyon Martin,DEN,30,71,46,25,30.4,12.4,5.3,9.8,53.8,0,0.2,18.2,1.7,3,58,1.5,5,6.5,1.3,1.3,1.2,1.2,3.3,28.1,10,0,1.3,13250000,0.00265
102,Francisco Garcia,SAC,26,79,38,41,26.5,12.3,4.4,9.5,46.3,1.4,3.7,39.1,2.1,2.6,77.9,0.7,2.7,3.3,1.6,1.6,1.2,0.6,2.9,22.7,1,0,-1.7,1168800,0.00023376
103,Jr Smith,DEN,22,74,44,30,19.2,12.3,4.2,9.1,46.1,2.1,5.3,40.3,1.7,2.4,71.9,0.6,1.5,2.1,1.7,1.5,0.8,0.2,1.9,18.8,0,0,2.7,2134067,0.0004268134
104,Troy Murphy,IND,28,75,33,42,28.1,12.2,4.2,9.2,45.5,1.3,3.1,39.8,2.6,3.2,79.7,1.4,5.8,7.2,2.2,1.3,0.7,0.4,2.9,26.2,10,0,-0.8,9206349,0.0018412698
105,Larry Hughes,CHI,29,68,34,34,29.7,12.2,4.5,11.8,38.1,1,2.9,34.5,2.2,2.8,79.8,0.6,2.8,3.4,2.7,1.7,1.5,0.3,2,23.6,0,0,-2.6,12000084,0.0024000168
106,T.J. Ford,TOR,25,51,22,29,23.5,12.1,4.8,10.3,46.9,0.3,1,29.4,2.2,2.5,88,0.5,1.5,2,6.1,2,1.1,0,1.8,24.8,2,0,-0.1,8275000,0.001655
107,Ronnie Brewer,UTA,23,76,49,27,27.5,12,4.7,8.3,55.8,0.1,0.7,22,2.6,3.4,75.9,1.3,1.6,2.9,1.8,0.9,1.7,0.3,1.4,23,0,0,3.7,1715040,0.000343008
108,Udonis Haslem,MIA,28,49,10,39,36.8,12,4.8,10.3,46.7,0,0,0,2.3,2.9,81,2.2,6.9,9,1.4,1.4,0.8,0.4,3,27.1,11,0,-6.8,6050000,0.00121
