,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,SALARY,Player_Comp_Share
332,Devean George,DAL,30,53,30,23,15.5,3.7,1.4,3.9,35.7,0.4,1.3,32.4,0.5,0.6,70.6,0.5,2.1,2.6,0.7,0.5,0.4,0.2,1.7,9.1,0,0,-0.6,2369111,0.0004738222
333,Mike Harris,HOU,25,17,11,6,9.4,3.6,1.6,3.2,50,0,0.1,0,0.5,0.8,61.5,1.4,1.8,3.2,0.2,0.5,0.4,0.2,0.9,8.8,0,0,0.8,100509,2.01E-05
334,Tarence Kinsey,MEM,24,11,4,7,8.7,3.6,1.5,3.5,42.1,0.3,0.6,42.9,0.5,0.5,83.3,0.3,0.8,1.1,0.2,0.3,0.3,0,1,5.8,0,0,0.3,687456,0.0001374912
335,Joey Graham,TOR,26,38,23,15,8.7,3.6,1.3,3,43.4,0.1,0.1,66.7,1,1.2,84.4,0.5,1.3,1.8,0.4,0.6,0.1,0,1.2,6,0,0,-0.3,1596600,0.00031932
336,Oleksiy Pecherov,WAS,22,35,18,17,9.1,3.6,1.3,3.6,35.2,0.5,1.7,28.3,0.6,0.9,64.5,0.6,1.3,1.9,0.2,0.5,0.2,0.1,0.9,6.6,1,0,-1.9,1345800,0.00026916
337,Chris Mihm,LAL,28,23,14,9,12.1,3.6,1.4,4.1,33.7,0,0,0,0.8,1.2,66.7,1.2,2.1,3.3,0.6,0.7,0.2,0.6,1.8,10,1,0,-0.9,2500000,0.0005
338,Amir Johnson,DET,21,62,49,13,12.3,3.6,1.5,2.7,55.8,0,0,0,0.6,0.9,67.3,1.4,2.4,3.8,0.5,0.6,0.4,1.3,2.3,13.3,0,0,2.9,3666667,0.0007333334
339,Viktor Khryapa,CHI,25,9,3,6,11.6,3.6,1.3,3.4,38.7,0,0.1,0,0.9,1.6,57.1,0.7,1.6,2.2,0.9,0.7,0.7,0,1.2,8.9,0,0,1.7,,
340,Joel Anthony,MIA,25,24,5,19,20.8,3.5,1.2,2.5,46.7,0,0,0,1.2,2,59.2,1.6,2.3,3.9,0.1,0.7,0.4,1.3,2.3,12.7,0,0,-5.6,,
341,Awvee Storey,MIL,31,26,4,22,9.9,3.5,1.5,3.4,43.8,0,0.3,0,0.5,1.1,48.3,1.2,0.9,2.1,0.6,0.4,0.3,0,1.6,7.5,0,0,-2.2,770610,0.000154122
342,Ian Mahinmi,SAS,21,6,6,0,3.8,3.5,1,2,50,0,0,0,1.5,1.5,100,0,0.8,0.8,0.2,0.3,0,0.7,0.7,6.4,0,0,-2.3,625840,0.000125168
343,Malik Rose,NYK,33,49,11,38,10.1,3.5,1.3,3.7,36.7,0,0.1,28.6,0.8,1,72.5,0.6,1.5,2.1,0.6,0.8,0.3,0.1,1.6,7.5,0,0,-1,7101250,0.00142025
344,Renaldo Balkman,NYK,23,65,21,44,14.6,3.4,1.4,2.9,48.9,0,0.2,8.3,0.6,1.5,43.2,1.3,2,3.3,0.6,0.6,0.7,0.5,2,11.2,1,0,-1.5,1280640,0.000256128
345,Dermarr Johnson,SAS,28,5,3,2,5.5,3.4,1.4,2.8,50,0.6,1.8,33.3,0,0.4,0,0,0.2,0.2,0.2,0,0.2,0,0.8,4.5,0,0,-0.4,27198,5.44E-06
345,Walter Herrmann,DET,29,45,27,18,8.3,3.4,1.2,3.2,38.9,0.4,1.4,31.3,0.5,0.6,84,0.5,1.1,1.6,0.4,0.3,0.2,0,0.5,6.2,0,0,-0.4,,
347,Brian Cardinal,MEM,31,37,7,30,11.9,3.4,1.2,3.4,34.1,0.7,2.2,30.9,0.4,0.5,68.4,0.7,1.9,2.6,0.6,0.6,0.3,0.1,1.7,7.7,0,0,0.3,5850000,0.00117
348,Francisco Elson,SEA,32,63,35,28,12.9,3.3,1.5,3.7,39,0,0,0,0.4,0.6,70.3,0.8,2.4,3.2,0.4,0.7,0.2,0.3,1.5,8.6,1,0,-1.9,3000000,0.0006
349,Brian Skinner,PHX,32,66,47,19,12.8,3.3,1.4,3,46.5,0,0,66.7,0.5,1,52.4,1,2.7,3.6,0.2,0.6,0.3,1.2,1.7,11.9,0,0,-1,770610,0.000154122
350,Dahntay Jones,SAC,27,25,11,14,8.2,3.2,0.9,2.1,43.4,0,0.2,16.7,1.4,2,66.7,0.3,1.1,1.4,0.5,0.4,0.3,0.2,1.1,6.9,0,0,-0.4,584757,0.0001169514
351,Jermareo Davidson,CHA,23,38,12,26,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.4,0.2,0.4,1.2,6.9,0,0,-1.8,427163,8.54E-05
352,Dan Gadzuric,MIL,30,51,16,35,10.5,3.2,1.3,3,41.6,0,0,0,0.6,1.2,52.4,1.3,1.5,2.8,0.2,0.7,0.4,0.5,1.6,8.8,0,0,-1.6,5751130,0.001150226
353,Mardy Collins,NYK,23,46,12,34,13.8,3.2,1.2,3.8,32.6,0.2,0.7,25,0.5,0.8,60.5,0.4,1.2,1.6,1.9,1.2,0.5,0.2,1.2,8.9,0,0,-3,967320,0.000193464
354,Jorge Garbajosa,TOR,30,7,4,3,10.5,3.1,1.1,3.6,32,0.9,2.3,37.5,0,0,0,0.3,1.9,2.1,0.4,0.1,0.4,0,0.3,7.5,0,0,-1.6,4000000,0.0008
355,Randolph Morris,NYK,22,18,4,14,10,3.1,1.2,3.2,36.2,0,0,0,0.8,1.6,48.3,0.7,1.4,2.1,0.1,0.5,0.2,0.1,2.1,6.2,0,0,-6.6,810000,0.000162
355,Troy Hudson,GSW,32,9,5,4,10.4,3.1,1,3.4,29,0.4,1.3,33.3,0.7,0.7,100,0,0.8,0.8,1,0.8,0.3,0,0.4,5.8,0,0,-1.3,,
357,Sean Marks,PHX,32,19,16,3,6.8,3.1,1.2,2.3,53.5,0.1,0.2,25,0.6,1,63.2,0.5,1.4,1.9,0.2,0.4,0.2,0.5,1.2,7.3,1,0,-3.4,770610,0.000154122
358,Andre Brown,MEM,27,33,8,25,8.7,3,1.2,2.4,50,0,0,0,0.7,1.5,44.9,1.1,1.7,2.8,0.2,0.4,0.2,0.1,1.2,7.3,2,0,-1.8,770610,0.000154122
359,Dikembe Mutombo,HOU,42,39,26,13,15.9,3,1.1,2.1,53.8,0,0,0,0.8,1.2,71.1,1.7,3.4,5.1,0.1,0.4,0.3,1.2,1.4,13.4,1,0,1.3,770610,0.000154122
360,Chuck Hayes,HOU,25,79,52,27,19.9,3,1.4,2.8,51.1,0,0,0,0.1,0.3,45.8,1.7,3.7,5.4,1.2,0.8,1.1,0.5,2.7,15.3,0,0,2.6,1750000,0.00035
360,Marcin Gortat,ORL,24,6,6,0,6.8,3,1.3,2.8,47.1,0,0,0,0.3,0.5,66.7,1.3,1.3,2.7,0.3,0.3,0.2,0.2,0.7,7.4,1,0,0,427163,8.54E-05
362,Darius Washington,SAS,22,18,13,5,8.1,2.9,1.2,2.7,43.8,0.2,0.7,33.3,0.4,0.7,53.8,0.2,0.9,1.1,0.8,0.8,0.3,0,0.9,5.6,0,0,0,,
363,Jason Hart,UTA,30,57,36,21,10.6,2.9,1,3.2,32.2,0.2,0.5,35.5,0.7,0.8,84.4,0.1,0.9,1,1.5,0.5,0.5,0.1,1.3,7.6,0,0,0.8,2300000,0.00046
364,Marco Belinelli,GSW,22,33,15,18,7.3,2.9,1.1,2.8,38.7,0.5,1.2,39,0.2,0.3,77.8,0.1,0.3,0.4,0.5,0.4,0.2,0,0.5,4.2,0,0,-1.2,1345800,0.00026916
365,Desagana Diop,NJN,26,79,44,35,16.4,2.9,1.2,2.3,52.2,0,0,0,0.5,0.9,54.3,2,2.9,5,0.5,0.7,0.3,1.1,1.8,13.2,1,0,0.8,2146000,0.0004292
366,Yakhouba Diawara,DEN,25,54,34,20,10,2.8,1,2.5,41,0.4,1.2,31.8,0.4,0.6,71,0.4,0.7,1.1,0.7,0.3,0.1,0.1,1.1,5.6,0,0,0.3,687456,0.0001374912
367,Hilton Armstrong,NOH,23,65,43,22,11.3,2.7,1,2.3,45.3,0,0,0,0.7,1.1,62.9,1,1.5,2.5,0.4,0.9,0.2,0.5,2,7.6,0,0,-0.6,1900200,0.00038004
368,Maceo Baston,TOR,32,15,7,8,6.9,2.7,1.1,1.7,68,0,0,0,0.5,0.7,70,0.6,1.1,1.7,0.2,0.3,0.1,0.3,1.3,6,0,0,-0.2,1830000,0.000366
368,Mike Wilks,SEA,29,15,6,9,12.5,2.7,1.1,2.4,47.2,0.2,0.5,37.5,0.3,0.3,100,0.3,0.9,1.3,0.9,0.6,0.6,0,0.9,6.9,0,0,-1.1,,
370,Eddie Gill,SEA,29,14,6,8,10.9,2.7,0.9,2.2,38.7,0.4,1.1,33.3,0.6,0.6,100,0.1,1.5,1.6,1.6,0.6,0.5,0.1,1.3,8.2,0,0,-2.5,693549,0.0001387098
371,Linton Johnson,TOR,28,8,3,5,7.9,2.6,1.1,2.4,47.4,0.1,0.4,33.3,0.3,0.3,100,0.6,1.1,1.8,0.5,0.6,0,0.1,1.4,5.2,0,0,-1.5,4533,9.07E-07
372,Sergio Rodriguez,POR,22,72,36,36,8.7,2.5,1,2.7,35.2,0.2,0.8,29.3,0.3,0.5,65.8,0.2,0.6,0.8,1.7,0.7,0.3,0,0.8,6.3,0,0,-1.4,,
373,Robert Horry,SAS,37,45,26,19,12.9,2.5,0.8,2.6,31.9,0.4,1.6,25.7,0.4,0.6,64.3,0.8,1.6,2.4,1,0.5,0.5,0.4,1.2,9.1,0,0,0.3,3630000,0.000726
374,Darrell Armstrong,NJN,40,50,22,28,11,2.5,0.8,2.2,36.4,0.5,1.4,33.3,0.4,0.6,66.7,0.3,1,1.3,1.5,0.8,0.6,0,1.1,7.2,0,0,-2.3,770610,0.000154122
375,Paul Davis,LAC,23,22,8,14,8.8,2.5,1.1,3,36.9,0,0,0,0.3,0.5,60,1.1,1,2.1,0.5,0.4,0.3,0.3,1.5,6.9,0,0,-3.6,687456,0.0001374912
376,Ryan Hollins,CHA,23,60,23,37,8.9,2.5,0.8,1.6,48.9,0,0,0,0.9,1.4,67.1,0.9,0.9,1.8,0.2,0.4,0.2,0.5,1.6,6.5,0,0,-0.6,687456,0.0001374912
377,Eric Piatkowski,PHX,37,16,15,1,7,2.4,0.8,2.1,36.4,0.7,1.6,42.3,0.3,0.3,100,0.1,0.7,0.8,0.6,0.4,0,0.1,0.7,4.1,0,0,-2.1,1219590,0.000243918
378,Lindsey Hunter,DET,37,24,21,3,9,2.4,0.9,2.7,34.4,0.3,1.1,26.9,0.3,0.4,77.8,0.2,0.4,0.5,1.4,0.5,0.5,0.1,1.3,6.5,0,0,0.7,2250000,0.00045
379,Michael Doleac,MIN,31,24,5,19,10.7,2.4,1.2,2.6,44.4,0,0,0,0,0.1,50,0.7,1.4,2,0.3,0.5,0.4,0.4,1.8,7.3,0,0,-1.3,3120000,0.000624
380,Mouhamed Sene,SEA,22,13,1,12,4.8,2.3,0.8,1.8,45.8,0,0,0,0.6,1.3,47.1,0.5,0.7,1.2,0.1,0,0,0.5,0.7,5.5,0,0,-0.7,2105520,0.000421104
381,Aaron Williams,LAC,36,30,9,21,9.9,2.3,0.9,1.8,49.1,0,0,0,0.5,0.6,77.8,0.5,1.5,2,0.3,0.4,0.4,0.5,1.5,7.4,0,0,-3.3,1890000,0.000378
382,Primoz Brezec,TOR,28,50,28,22,9.5,2.2,0.9,1.9,46.8,0,0,0,0.5,0.8,60,0.6,1,1.6,0.2,0.5,0.1,0.1,1.7,4.6,0,0,-1,2750000,0.00055
383,Jake Voskuhl,MIL,30,44,9,35,8.8,2.2,0.8,1.8,46.3,0,0,0,0.5,0.7,82.8,0.7,1.5,2.2,0.3,0.7,0.2,0.5,1.9,6.7,0,0,-1.8,3000000,0.0006
384,Dj Strawberry,PHX,23,33,23,10,8.2,2.2,0.9,2.8,31.5,0.2,0.8,24,0.3,0.6,47.4,0.3,0.6,0.8,0.9,0.3,0.4,0.2,1.1,5.9,0,0,-1.2,,
385,P.J. Brown,BOS,38,18,16,2,11.6,2.2,0.8,2.3,34.1,0,0.1,0,0.6,0.9,68.8,1.6,2.2,3.8,0.6,0.6,0.3,0.4,1.6,9.1,0,0,-0.2,226650,4.53E-05
386,Marcus Vinicius,NOH,24,13,12,1,5.3,2.2,0.7,1.5,45,0.4,0.9,41.7,0.4,0.8,45.5,0.1,0.5,0.6,0.2,0.2,0.1,0.1,0.3,3.4,0,0,0.3,,
387,Ryan Bowen,NOH,32,53,36,17,12.4,2.2,0.9,1.9,49,0,0,0,0.3,0.5,55.2,1,0.8,1.9,0.5,0.3,0.6,0.2,1.5,7.3,0,0,0.5,770610,0.000154122
388,Gabe Pruitt,BOS,22,15,13,2,6.3,2.1,0.9,2.6,35.9,0.2,0.8,25,0.1,0.1,50,0.1,0.5,0.5,0.9,0.3,0.3,0,0.7,4.7,0,0,-0.9,650000,0.00013
389,Pat Garrity,ORL,31,31,24,7,9.2,2.1,0.9,2.6,33.8,0.3,1.2,21.6,0.1,0.2,80,0.3,1.1,1.4,0.4,0.5,0.2,0,1.1,4.6,0,0,0.1,3818750,0.00076375
390,Othella Harrington,CHA,34,22,8,14,7.6,2.1,0.8,1.9,42.9,0,0,0,0.5,0.7,62.5,0.5,1.4,1.9,0.2,0.5,0,0.2,1.5,4.8,0,0,0.9,2376000,0.0004752
391,Steven Hunter,DEN,26,19,13,6,6.3,2.1,0.8,1.5,53.6,0,0,0,0.5,1.1,45,0.5,1,1.5,0,0.4,0,0.3,1.1,4.5,0,0,-1.2,3638600,0.00072772
392,Casey Jacobsen,MEM,27,53,15,38,10.3,2,0.7,2.2,33.9,0.3,1.4,22.2,0.2,0.3,76.5,0.2,1,1.2,0.4,0.3,0.1,0,0.6,4.1,0,0,0.5,770610,0.000154122
393,Bo Outlaw,ORL,37,2,2,0,3.3,2,1,1.5,66.7,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,1.5,0,0,-2,,
393,Jerome James,NYK,32,2,0,2,2.3,2,0.5,0.5,100,0,0,0,1,1,100,0,1.5,1.5,0,0,0,0,0,3.8,0,0,3,5800000,0.00116
395,Michael Ruffin,MIL,31,46,12,34,13.7,2,0.7,1.3,53.2,0,0,0,0.5,1.4,39.7,2,2.1,4,0.5,0.4,0.7,0.4,2,10.5,1,0,-0.7,770610,0.000154122
396,Dj Mbenga,LAL,27,42,32,10,7.8,2,0.9,2,46.4,0,0,0,0.1,0.3,41.7,0.7,1,1.7,0.2,0.3,0.2,0.6,1.7,6.5,0,0,0,,
397,Maurice Ager,NJN,24,26,14,12,6.3,2,0.8,2.5,32.3,0.1,0.7,15.8,0.2,0.5,50,0.2,0.3,0.5,0.3,0.2,0,0,0.7,2.9,0,0,-1.5,974400,0.00019488
398,Trenton Hassell,NJN,29,63,33,30,12.3,2,0.9,2.1,42.2,0,0.1,22.2,0.1,0.2,70,0.3,1,1.3,0.7,0.3,0.2,0,1.4,4.9,0,0,-2.3,4350000,0.00087
399,Adonal Foyle,ORL,33,82,52,30,9.4,1.9,0.9,1.9,45.8,0,0,0,0.2,0.4,47.1,0.9,1.7,2.5,0.2,0.4,0.2,0.5,1.1,7.1,0,0,-0.2,1219590,0.000243918
400,Jason Collins,MEM,29,74,28,46,15.8,1.9,0.7,1.5,46.9,0,0,0,0.5,1,45.9,0.9,1.5,2.4,0.3,0.6,0.3,0.3,2.6,6.6,0,0,-2.1,6100000,0.00122
401,Chris Richard,MIN,23,52,14,38,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.5,0.2,0.2,1.6,6.3,0,0,-0.5,427163,8.54E-05
402,Adrian Griffin,SEA,33,35,10,25,8.8,1.9,0.9,2.2,39.5,0,0,0,0.1,0.3,55.6,0.8,0.9,1.7,0.8,0.6,0.5,0.1,0.8,6.1,0,0,0.3,1593000,0.0003186
403,Brian Scalabrine,BOS,30,48,40,8,10.7,1.8,0.6,2,30.9,0.3,1,32.6,0.3,0.4,75,0.5,1.2,1.6,0.8,0.5,0.2,0.2,1.3,5.6,0,0,1,3000000,0.0006
404,Jamaal Magloire,DAL,30,31,16,15,9.2,1.8,0.6,1.8,32.7,0,0,0,0.6,1.4,45.5,0.6,2.3,2.9,0.2,1,0,0.3,1.6,5.7,0,0,-0.4,231183,4.62E-05
405,Scot Pollard,BOS,33,22,17,5,7.9,1.8,0.5,1,52.2,0,0,0,0.7,1,68.2,0.6,1,1.7,0.1,0.2,0.1,0.3,2,5,0,0,0.6,770610,0.000154122
406,Coby Karl,LAL,25,17,16,1,4.2,1.8,0.5,1.5,34.6,0.2,0.8,30.8,0.5,0.6,80,0.2,0.6,0.8,0.5,0.3,0.2,0.1,0.2,4.3,0,0,0.5,427163,8.54E-05
407,Cheikh Samb,DET,23,4,2,2,7.8,1.8,0.8,1,75,0,0,0,0.3,0.5,50,0.8,1,1.8,0,0.3,0.3,0.5,2,5.9,0,0,0.8,427163,8.54E-05
407,Kevin Ollie,PHI,35,40,20,20,7.5,1.8,0.7,1.7,42,0,0,0,0.3,0.4,80,0.1,0.4,0.5,1,0.1,0.3,0,0.7,4.4,0,0,1.2,3441900,0.00068838
407,Robert Swift,SEA,22,8,1,7,12.2,1.8,0.8,2.1,35.3,0,0,0,0.3,0.3,100,0.8,1.5,2.3,0.1,1.3,0.6,0.8,2,7.5,0,0,-5.3,2601113,0.0005202226
410,Jarron Collins,UTA,29,70,46,24,10,1.7,0.5,1.2,43.9,0,0,0,0.7,1.1,62.2,0.6,1.1,1.7,0.5,0.3,0.1,0.1,1.5,4.8,0,0,1.6,2350000,0.00047
411,Raef Lafrentz,POR,32,39,18,21,7.5,1.7,0.7,1.6,44.3,0,0.1,0,0.3,0.5,57.9,0.7,1,1.7,0.2,0.3,0.3,0.4,1.5,5.9,0,0,-0.7,12440787,0.0024881574
411,Shareef Abdur-Rahim,SAC,31,6,2,4,8.4,1.7,0.5,2.3,21.4,0,0,0,0.7,0.7,100,1,0.7,1.7,0.7,0.2,0.2,0,1.5,5,0,0,0,5800000,0.00116
413,James Augustine,ORL,24,25,16,9,6,1.6,0.7,1.4,52.9,0,0,0,0.2,0.3,50,0.6,0.6,1.2,0.1,0.2,0.2,0.1,0.7,3.8,0,0,0.4,687456,0.0001374912
414,Darrick Martin,TOR,37,17,10,7,8.3,1.6,0.6,2.5,23.3,0.1,0.9,12.5,0.3,0.4,83.3,0.2,0.2,0.4,1.2,0.1,0.4,0,0.7,4.9,0,0,2.8,770610,0.000154122
414,Taurean Green,DEN,21,17,8,9,4.3,1.6,0.4,1.5,28,0.1,0.6,18.2,0.6,0.7,91.7,0,0.6,0.6,0.6,0.5,0.1,0,0.3,3.1,0,0,0.3,427163,8.54E-05
416,Von Wafer,POR,22,29,16,13,5.3,1.6,0.6,2.1,27.9,0.1,0.9,15.4,0.3,0.4,66.7,0,0.6,0.7,0.2,0.4,0.1,0.1,0.2,2.8,0,0,-0.2,770610,0.000154122
417,Kyrylo Fesenko,UTA,21,9,4,5,7.8,1.6,0.7,1.8,37.5,0,0,0,0.2,0.4,50,1.6,1.2,2.8,0.2,0.9,0,0.3,2.1,5.3,0,0,-0.1,750000,0.00015
418,Jeremy Richardson,ATL,24,27,12,15,4.9,1.5,0.6,1.6,36.4,0.3,0.7,36.8,0.1,0.1,100,0,0.3,0.3,0.1,0.2,0.1,0,0.5,2.1,0,0,-2,238588,4.77E-05
419,Andre Barrett,LAC,26,4,0,4,6.3,1.5,0.5,1.3,40,0.3,0.8,33.3,0.3,0.5,50,0,0.3,0.3,1.8,0.3,0,0,0.3,4.2,0,0,-4.3,,
419,Josh Mcroberts,POR,21,8,3,5,3.5,1.5,0.8,1.3,60,0,0.1,0,0,0,0,0.3,1,1.3,0.3,0.3,0.1,0,0.1,3.5,0,0,1.9,427163,8.54E-05
421,Justin Williams,HOU,24,23,11,12,5.3,1.5,0.6,1.3,44.8,0,0,0,0.3,1.1,30.8,0.9,1.3,2.1,0,0.2,0.2,0.2,0.7,5.2,0,0,-0.5,862456,0.0001724912
422,Patrick O'Bryant,GSW,22,24,12,12,4.1,1.5,0.7,1.2,55.2,0,0,0,0.1,0.2,60,0.4,0.8,1.2,0.2,0.3,0.2,0.4,1.1,4.5,0,0,-1.2,2216400,0.00044328
423,Morris Almond,UTA,23,9,9,0,4.4,1.4,0.4,1.7,26.7,0.1,0.4,25,0.4,0.7,66.7,0,0.2,0.2,0.3,0.2,0.1,0,0.6,2.3,0,0,-1.4,1005960,0.000201192
424,Kosta Perovic,GSW,23,7,4,3,5.4,1.4,0.4,1.4,30,0,0,0,0.6,0.9,66.7,0.9,1,1.9,0.1,0.1,0,0.3,0.9,4.6,0,0,0.6,1800000,0.00036
425,Dwayne Jones,CLE,25,56,31,25,8.4,1.4,0.4,0.8,53.2,0,0,0,0.5,1,48.3,1.2,1.3,2.5,0.2,0.3,0.2,0.4,1.6,6.2,0,0,-0.8,,
426,Kenny Thomas,SAC,30,23,8,15,12.2,1.4,0.7,1.7,42.1,0,0,0,0,0.2,0,0.8,1.9,2.7,0.6,0.9,0.3,0,1.7,5.4,0,0,-3.6,7875000,0.001575
427,Darryl Watkins,SAC,23,9,2,7,7.9,1.3,0.6,1.7,33.3,0,0,0,0.2,0.6,40,0.6,0.8,1.3,0,0.8,0.2,0.2,0.9,3.5,0,0,-1.9,427163,8.54E-05
428,Dominic Mcguire,WAS,22,70,35,35,9.9,1.3,0.6,1.5,37.9,0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2,0.6,0.6,0.3,0.4,1.1,6,0,0,-2.9,427163,8.54E-05
429,Billy Thomas,CLE,32,11,7,4,3.8,1.3,0.4,1.5,23.5,0.4,1.5,25,0.2,0.2,100,0,0.2,0.2,0,0.4,0.1,0,0.4,1.4,0,0,-0.3,4533,9.07E-07
430,Chris Andersen,NOH,29,5,4,1,6.8,1.2,0.4,1.4,28.6,0,0,0,0.4,0.8,50,0.4,1.4,1.8,0,0.2,0,0.8,1.2,5.6,0,0,1,885294,0.0001770588
431,Juwan Howard,DAL,35,50,28,22,7,1.1,0.5,1.3,35.9,0,0,0,0.2,0.3,78.6,0.4,1.2,1.6,0.3,0.3,0.1,0,1.2,3.7,0,0,-1,761544,0.0001523088
432,Lou Amundson,PHI,25,16,7,9,4,1.1,0.5,1,50,0,0,0,0.1,0.4,28.6,0.4,0.3,0.8,0,0.1,0.1,0.1,0.8,2.3,0,0,0.1,687456,0.0001374912
433,Demetris Nichols,CHI,23,14,5,9,3.2,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0.3,0,0.2,0.3,2,0,0,-1.4,427163,8.54E-05
434,Eric Snow,CLE,35,22,10,12,13.9,1,0.3,1.7,15.8,0,0.1,0,0.5,1,45.5,0.2,0.7,0.9,1.9,0.5,0.5,0.2,1.4,6.4,0,0,-3.3,6703125,0.001340625
434,Keith Langford,SAS,24,2,1,1,4.8,1,0.5,2,25,0,0,0,0,0,0,0,1,1,0,0,0,0,0.5,2.2,0,0,3.5,278912,5.58E-05
434,Lance Allred,CLE,27,3,0,3,3.4,1,0.3,1.3,25,0,0,0,0.3,0.7,50,0,0.3,0.3,0,0,0,0,0.3,1.4,0,0,-4.3,87945,1.76E-05
434,Solomon Jones,ATL,23,35,13,22,4.1,1,0.3,0.9,40,0,0.1,0,0.3,0.6,55,0.5,0.7,1.2,0,0.3,0.1,0.1,0.8,2.8,0,0,-1.1,729000,0.0001458
438,Mario West,ATL,24,64,31,33,4.2,0.9,0.3,0.8,42.9,0,0.1,0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.1,0.2,0.1,1,2.7,0,0,-0.7,427163,8.54E-05
439,Marcus Williams,LAC,21,11,3,8,3.3,0.9,0.5,1.8,25,0,0,0,0,0,0,0.4,0.7,1.1,0.3,0,0.1,0.1,0.3,3.2,0,0,-0.1,1180200,0.00023604
439,Marcus Williams,LAC,21,11,3,8,3.3,0.9,0.5,1.8,25,0,0,0,0,0,0,0.4,0.7,1.1,0.3,0,0.1,0.1,0.3,3.2,0,0,-0.1,50254,1.01E-05
440,Shavlik Randolph,PHI,24,9,3,6,3.1,0.9,0.4,1.6,28.6,0,0,0,0,0,0,1,0.2,1.2,0.3,0.2,0.1,0.3,0.6,4,0,0,1.6,1130000,0.000226
441,Loren Woods,HOU,30,7,4,3,2.4,0.9,0.4,0.7,60,0,0,0,0,0,0,0,0.1,0.1,0.3,0,0,0,0.3,1.5,0,0,1.3,142201,2.84E-05
441,Orien Greene,SAC,26,7,2,5,8.7,0.9,0.4,1.6,27.3,0,0.1,0,0,0,0,0,0.9,0.9,0.4,1,0.4,0.1,1.3,3.2,0,0,-2.9,770610,0.000154122
443,Guillermo Diaz,LAC,23,6,2,4,3,0.8,0.2,0.7,25,0,0.2,0,0.5,0.8,60,0.3,0,0.3,0.2,0,0,0,0,1.5,0,0,0.7,,
443,Lorenzen Wright,SAC,32,18,8,10,8.9,0.8,0.3,1.2,28.6,0,0,0,0.2,0.3,50,0.4,1.7,2.1,0.2,0.2,0.2,0.2,1.7,4.5,0,0,-0.7,3250000,0.00065
445,Ronald Dupree,SEA,27,5,1,4,4.2,0.8,0.2,0.6,33.3,0,0,0,0.4,0.4,100,0.2,1.4,1.6,0.2,0,0.2,0,0,3.6,0,0,1.2,63462,1.27E-05
446,Calvin Booth,PHI,32,31,13,18,6.6,0.8,0.3,0.9,33.3,0,0,0,0.2,0.3,60,0.2,1,1.2,0.3,0.1,0.2,0.6,1.1,4.8,0,0,0,1103225,0.000220645
447,Cedric Simmons,CHI,22,14,7,7,6.2,0.6,0.3,1,28.6,0,0,0,0,0.7,0,0.4,0.9,1.3,0,0.4,0.1,0.4,0.6,3.2,0,0,-2.5,1629120,0.000325824
448,Jelani Mccoy,DEN,30,6,2,4,5.5,0.5,0.2,0.2,100,0,0,0,0.2,0.3,50,0.2,1,1.2,0,0.7,0,0.8,1.2,3.7,0,0,-2.3,634620,0.000126924
449,Mark Madsen,MIN,32,20,6,14,7.6,0.5,0.2,1,15.8,0,0,0,0.2,0.6,25,0.9,1,1.9,0.2,0.5,0.2,0.1,1.3,3.3,0,0,0.1,2420000,0.000484
450,Kaniel Dickens,CLE,29,5,4,1,2.4,0.4,0.2,0.6,33.3,0,0,0,0,0,0,0,0.2,0.2,0.2,0,0,0.2,0.2,1.5,0,0,-0.2,,
451,Courtney Sims,IND,24,3,2,1,3.7,0,0,0.3,0,0,0,0,0,0,0,0.3,0.3,0.7,0.3,0,0,0,0.7,1.3,0,0,-0.3,319116,6.38E-05